wissen ||| know
darüber ||| about
darüber ||| about what
reaktion ||| reaction
reaktion ||| reaction to
irgendwie ||| to that
irgendwie ||| to that writing
irgendwie ||| that
irgendwie ||| that writing
irgendwie ||| that writing is
sein ||| going to be
sein ||| to be
sein ||| to be ,
sein ||| be
sein ||| be ,
sein ||| be , from
nun ||| , from now
nun ||| from now
nun ||| now
auf ||| on
. ||| .
und ||| and
vergangenen ||| 've
vergangenen ||| 've been
jahr ||| last year
jahr ||| last year for
jahr ||| year
jahr ||| year for
jahr ||| year for models
tun ||| do
tun ||| do that
tun ||| do that i
versucht ||| 've been trying
versucht ||| been trying
versucht ||| been trying to
versucht ||| trying
versucht ||| trying to
finden ||| to find
finden ||| find
andere ||| other
andere gesellschaften ||| other societies
andere gesellschaften ||| other societies to
gesellschaften ||| societies
gesellschaften ||| societies to
sehen ||| to see
sehen ||| see
ob ||| if
hatten ||| might have had
hatten ||| have had
hatten ||| have had better
hatten ||| had
hatten ||| had better
hatten ||| had better and
ideen ||| and saner ideas
ideen ||| saner ideas
ideen ||| ideas
als ||| than
als wir ||| than we
als wir ||| than we have
wir ||| we
wir ||| we have
darüber ||| have about
darüber ||| have about how
darüber ||| about
darüber ||| about how
darüber ||| about how to
helfen ||| how to help
helfen ||| to help
kreativen helfen ||| to help creative
helfen ||| help
kreativen helfen ||| help creative
kreativen helfen ||| help creative people
kreativen ||| creative
kreativen ||| creative people
kreativen ||| creative people ,
risiken ||| inherent emotional risks
risiken ||| emotional risks
risiken ||| emotional risks of
risiken ||| risks
risiken ||| risks of
kreativität ||| of creativity
kreativität ||| creativity
sind . ||| .
führte ||| search has led
führte ||| has led
führte mich ||| has led me
führte ||| led
führte mich ||| led me
mich ||| me
. ||| ancient rome .
. ||| rome .
. ||| .
folgen ||| so
wieder ||| with
mir ||| me
denn ||| because
wird ||| it
bitte ||| does
bitte ||| does circle
bitte ||| does circle around
. ||| and back .
. ||| back .
. ||| .
aber ||| but
und ||| greece and
und ||| greece and ancient
und ||| and
und ||| and ancient
und ||| and ancient rome
nicht ||| did not
nicht ||| did not happen
nicht ||| not
nicht ||| not happen
nicht ||| not happen to
geglaubt ||| happen to believe
geglaubt ||| to believe
geglaubt ||| believe
dass ||| that
dass kreativität ||| that creativity
dass kreativität ||| that creativity came
kreativität ||| creativity
kreativität ||| creativity came
kreativität ||| creativity came from
kommt ||| came from human
kommt ||| from human
kommt ||| from human beings
kommt ||| human
kommt ||| human beings
kommt ||| human beings back
okay ||| then , o.k
okay ||| , o.k
okay ||| o.k
? ||| ?
menschen ||| people
glaubten ||| believed
kreativität ||| creativity
war ||| was
war ||| was this
war ||| was this divine
zu ||| that came to
zu ||| came to
zu ||| to
kommt ||| human
kommt ||| human beings
gründen ||| some
entfernten ||| and
entfernten ||| and unknowable
quelle ||| unknowable source
quelle ||| source
nannten ||| famously called
nannten diese ||| famously called these
nannten ||| called
nannten diese ||| called these
nannten diese göttlichen ||| called these divine
diese ||| these
diese göttlichen ||| these divine
diese göttlichen ||| these divine attendant
göttlichen ||| divine
göttlichen ||| divine attendant
göttlichen ||| divine attendant spirits
kreativität ||| spirits of creativity
kreativität ||| of creativity
kreativität ||| of creativity ``
kreativität ||| creativity
kreativität ||| creativity ``
kreativität ||| creativity `` daemons
. ||| `` daemons .
. ||| daemons .
. ||| daemons . ''
. ||| .
. ||| . ''
einen ||| had a
einen ||| had a daemon
einen ||| a
einen ||| a daemon
einen ||| a daemon who
daran glaubte ||| spoke wisdom to
daran glaubte ||| wisdom to
daran glaubte ||| wisdom to him
daran glaubte ||| to
daran glaubte ||| to him
aus ||| him from
aus ||| him from afar
aus ||| from
aus ||| from afar
römer ||| romans
römer hatten ||| romans had
römer hatten ||| romans had the
hatten ||| had
hatten ||| had the
hatten ||| had the same
idee ||| the same idea
idee ||| same idea
idee , ||| same idea ,
idee ||| idea
idee , ||| idea ,
idee , ||| idea , but
, ||| ,
, ||| , but
, ||| , but they
nannten ||| but they called
nannten ||| they called
nannten ||| called
art ||| that
art ||| that sort
diese art von ||| that sort of
geist ||| creative spirit
geist ein ||| creative spirit a
geist ||| spirit
geist ein ||| spirit a
geist ein ||| spirit a genius
ein ||| a
ein ||| a genius
. ||| genius .
. ||| .
großartig ||| which
ist großartig ||| which is
ist großartig ||| which is great
ist ||| is
ist ||| is great
, ||| great ,
, ||| great , because
, ||| ,
, ||| , because
römer ||| romans
römer ||| romans did
nicht ||| did not
dachten nicht ||| did not actually
nicht ||| not
dachten nicht ||| not actually
dachten nicht ||| not actually think
dachten ||| actually
dachten ||| actually think
dass ||| think that
dass ||| that
genie ||| genius
war ||| was
war ||| was a
besonders ||| a particularly
besonders kluges ||| a particularly clever
besonders ||| particularly
besonders kluges ||| particularly clever
besonders kluges individuum ||| particularly clever individual
kluges ||| clever
kluges individuum ||| clever individual
individuum ||| individual
sie ||| they
sie glaubten ||| they believed
glaubten ||| believed
genie ||| genius
gewissermaßen ||| sort
geglaubt ||| was believed to
geglaubt ||| believed to
geglaubt ||| believed to literally
geglaubt ||| to
geglaubt ||| to literally
geglaubt ||| to literally live
in ||| literally live in
in ||| live in
in ||| in
künstler ||| of an artist
künstler ||| an artist
künstler ||| artist
es ||| 's
es ||| 's studio
es ||| 's studio ,
art ||| studio , kind
art ||| , kind
art ||| , kind of
art ||| kind
art ||| kind of
wie ||| of like
wie ||| of like dobby
wie ||| like
wie ||| like dobby
wie ||| like dobby the
würde ||| who would
würde ||| who would come
würde ||| would
würde ||| would come
würde ||| would come out
. ||| that work .
. ||| work .
. ||| .
folgen ||| so
deiner ||| --
es ||| it
distanz ||| , that distance
distanz ||| that distance
distanz ||| that distance that
distanz ||| distance
distanz ||| distance that
ich ||| that i
ich ||| that i 'm
ich ||| i
ich ||| i 'm
ich ||| i 'm talking
konstrukt ||| -- that psychological
konstrukt ||| that psychological
konstrukt ||| that psychological construct
konstrukt ||| psychological
konstrukt ||| psychological construct
konstrukt ||| psychological construct to
dich ||| you
dich ||| you from
arbeit ||| your work
arbeit ||| work
. ||| .
und ||| and
und jeder ||| and everyone
und jeder wusste ||| and everyone knew
jeder ||| everyone
jeder wusste ||| everyone knew
wusste ||| knew
dass ||| that
so ||| this
so ||| this is
so ||| this is how
es ||| is how it
es ||| how it
es ||| it
funktionierte ||| functioned
richtig ||| right
richtig ? ||| right ?
? ||| ?
künstler ||| ancient artist
künstler ||| artist
war ||| was
dingen ||| from certain things
dingen ||| certain things
dingen ||| things
wie ||| like
wie ||| like ,
wie ||| like , for
beispiel ||| , for example
beispiel ||| for example
beispiel ||| for example ,
beispiel ||| example
beispiel ||| example ,
beispiel ||| example , too
viel ||| , too much
viel ||| too much
viel ||| too much narcissism
viel ||| much
viel ||| much narcissism
viel ||| much narcissism ,
richtig ||| narcissism , right
richtig ||| , right
richtig ? ||| , right ?
richtig ||| right
richtig ? ||| right ?
? ||| ?
wenn ||| if
wenn deine ||| if your
wenn deine arbeit ||| if your work
deine ||| your
deine arbeit ||| your work
arbeit ||| work
arbeit brilliant war ||| work was brilliant
war ||| was
brilliant war ||| was brilliant
brilliant ||| brilliant
nicht ||| could n't
nicht ||| could n't take
nicht ||| n't
nicht ||| n't take
nicht alles ||| n't take all
alles ||| take all
alles ||| all
das ||| the
das ||| the credit
für ||| credit for
für ||| for
wusste ||| everybody knew
wusste ||| knew
dass ||| that
dass ||| that you
dieses ||| this
dieses ||| this disembodied
genie ||| disembodied genius
genie ||| genius
jeder ||| who
jeder ||| who had
jeder ||| who had helped
wenn ||| if
arbeit ||| work
nicht ||| not
nicht ||| not entirely
nicht ||| not entirely your
? ||| you know ?
? ||| know ?
? ||| ?
jeder ||| everyone
jeder wusste ||| everyone knew
wusste ||| knew
dein ||| your
dein genie ||| your genius
dein genie war ||| your genius was
genie ||| genius
genie war ||| genius was
genie war ||| genius was kind
war ||| was
war ||| was kind
war ||| was kind of
lahm ||| kind of lame
lahm ||| of lame
lahm ||| lame
so ||| and this
so ||| and this is
so ||| this
so ||| this is
so ||| this is how
menschen ||| is how people
menschen ||| how people
menschen ||| people
über ||| about
über kreativität ||| about creativity
kreativität ||| creativity
im ||| in
die ||| the
die ||| the west
die ||| the west for
wirklich ||| for a really
wirklich ||| a really
wirklich lange ||| a really long
wirklich ||| really
wirklich lange ||| really long
wirklich lange zeit ||| really long time
lange ||| long
lange zeit ||| long time
zeit ||| time
dann ||| then
kam ||| renaissance came
kam ||| renaissance came and
kam ||| came
kam ||| came and
alles ||| and everything
alles änderte ||| and everything changed
alles ||| everything
alles änderte ||| everything changed
änderte ||| changed
hatten ||| had
individuum ||| put the individual
individuum ||| the individual
menschliche individuum ||| the individual human
individuum ||| individual
menschliche individuum ||| individual human
menschliche individuum ||| individual human being
menschliche ||| human
menschliche ||| human being
menschliche ||| human being at
universums ||| the universe
universums ||| the universe above
universums ||| universe
universums ||| universe above
alle ||| above all
alle ||| above all gods
alle ||| all
alle ||| all gods
alle ||| all gods and
gibt ||| , and there
gibt ||| and there
gibt ||| and there 's
gibt ||| there
gibt ||| there 's
mysterien ||| 's no
mysterien ||| no
mehr ||| more
raum mehr ||| more room
raum mehr für ||| more room for
raum ||| room
für ||| for
für ||| for mystical
für ||| for mystical creatures
annehmen ||| creatures who take
annehmen ||| who take
annehmen ||| who take dictation
annehmen ||| take
annehmen ||| take dictation
annehmen ||| take dictation from
göttlichen ||| from the divine
göttlichen ||| the divine
göttlichen ||| divine
es ||| it
es ist ||| it 's
ist ||| 's
beginn ||| beginning
eigenen ||| of
rationalen humanismus ||| rational
rationalen humanismus ||| rational humanism
, ||| humanism ,
, ||| humanism , and
, ||| ,
, ||| , and
menschen ||| and people
menschen begannen ||| and people started
menschen ||| people
menschen begannen ||| people started
menschen begannen zu ||| people started to
begannen ||| started
begannen zu ||| started to
begannen zu glaube ||| started to believe
zu ||| to
zu glaube ||| to believe
glaube ||| believe
dass ||| that
dass kreativität ||| that creativity
kreativität ||| creativity
kam ||| came
kam ||| came completely
kam ||| came completely from
individuum ||| of the individual
individuum ||| the individual
individuum ||| individual
. ||| .
der ||| and for the
der ||| for the
der ||| the
ersten ||| first
ersten ||| first time
in ||| time in
in ||| in
geschichte ||| history
man ||| you
man ||| you start
zum ||| start to
zum ||| to
hört ||| hear
menschen ||| people
jenen ||| referring
jenen ||| referring to
jenen ||| referring to this
oder ||| to this or
oder ||| this or
oder ||| or
dass ||| that
künstler ||| artist
künstler ||| artist as
künstler ||| artist as being
anstelle ||| rather than having
anstelle ||| than having
anstelle ||| than having a
anstelle ||| having
anstelle ||| having a
anstelle ||| having a genius
hat . ||| a genius .
hat . ||| genius .
hat . ||| .
muss ihnen sagen ||| to tell you
ihnen ||| tell you
ihnen ||| you
denke ||| i think
denke ||| think
das ||| that
das war ||| that was
war ||| was
war ein großer ||| was a
war ein großer ||| was a huge
ein großer ||| a
ein großer ||| a huge
ein großer ||| a huge error
. ||| huge error .
. ||| error .
. ||| .
wissen ||| know
ich ||| i
ich denke ||| i think
denke ||| think
dass ||| that
dass ||| that allowing
dass ||| that allowing somebody
person ||| mere person
person ||| person
oder ||| or
oder ||| or she
ist ||| she is
ist ||| is
quelle ||| and the source
quelle ||| the source
quelle ||| the source of
quelle ||| source
quelle ||| source of
quelle allen ||| source of all
allen ||| of all
allen göttlichen ||| of all divine
allen ||| all
allen göttlichen ||| all divine
allen göttlichen ||| all divine ,
göttlichen ||| divine
göttlichen ||| divine ,
kreativen ||| , creative
kreativen ||| , creative ,
kreativen ||| creative
kreativen ||| creative ,
kreativen ||| creative , unknowable
bisschen ||| smidge too
bisschen ||| too
viel ||| much
viel verantwortung ||| much responsibility
viel verantwortung ||| much responsibility to
verantwortung ||| responsibility
verantwortung ||| responsibility to
verantwortung ||| responsibility to put
menschlichen ||| fragile , human
menschlichen ||| , human
menschlichen ||| , human psyche
menschlichen ||| human
menschlichen ||| human psyche
es ||| it
es ist ||| it 's
es ist wie ||| it 's like
ist ||| 's
ist wie ||| 's like
wie ||| like
bitten ||| asking
jemanden ||| somebody
schlucken ||| swallow
die ||| the
die sonne ||| the sun
sonne ||| sun
es ||| it
es ||| it just
es ||| it just completely
an den ||| distorts egos ,
an den ||| egos ,
an den ||| egos , and
an den ||| ,
an den ||| , and
an den ||| , and it
erzeugt ||| and it creates
erzeugt ||| it creates
erzeugt ||| creates
diese ||| these
diese ||| these unmanageable
erwartungen ||| unmanageable expectations
erwartungen ||| unmanageable expectations about
erwartungen ||| expectations
erwartungen ||| expectations about
erwartungen ||| expectations about performance
ich ||| and i
ich denke ||| and i think
ich ||| i
ich denke ||| i think
denke ||| think
der ||| the
dieser ||| of
dass dieser ||| of that
dass ||| that
hat ||| has
hat ||| has been
hat ||| has been killing
unsere ||| killing off our
unsere ||| off our
unsere ||| off our artists
unsere ||| our
unsere ||| our artists
unsere künstler ||| our artists for
künstler ||| artists for
künstler ||| artists for the
künstler ||| for
künstler ||| for the
letzten ||| the last
letzten 500 ||| the last 500
letzten ||| last
letzten 500 ||| last 500
letzten 500 jahre ||| last 500 years
500 ||| 500
500 jahre ||| 500 years
jahre ||| years
wenn ||| if
wenn ||| if this
ist ||| this is
ist ||| is
ich ||| , and i
ich ||| and i
ich denke ||| and i think
ich ||| i
ich denke ||| i think
denke ||| think
es ||| it
es ||| it is
es ||| it is true
frage ||| question
frage ||| question becomes
frage ||| question becomes ,
können ||| can
können wir ||| can we
wir ||| we
wir es ändern ||| we do this
ändern ||| do
es ändern ||| do this
es ändern ||| do this differently
es ||| this
es ||| this differently
? ||| differently ?
? ||| ?
vielleicht ||| maybe
vielleicht ||| maybe go
vielleicht ||| maybe go back
zu einem ||| go back to
zu einem ||| back to
zu einem ||| back to some
zu einem ||| to
zu einem ||| to some
zu einem ||| to some more
über ||| about
beziehung ||| relationship
beziehung zwischen ||| relationship between
beziehung zwischen ||| relationship between humans
zwischen ||| between
zwischen ||| between humans
und ||| humans and
und ||| humans and the
und ||| and
und ||| and the
kreativen ||| the creative
kreativen ||| the creative mystery
kreativen ||| creative
kreativen ||| creative mystery
. ||| mystery .
. ||| .
vielleicht ||| maybe
vielleicht nicht ||| maybe not
vielleicht nicht . ||| maybe not .
nicht ||| not
nicht . ||| not .
. ||| .
vielleicht ||| maybe
vielleicht können wir ||| maybe we
vielleicht können wir ||| maybe we ca
können wir ||| we
können wir ||| we ca
nicht ||| ca n't
nicht einfach ||| ca n't just
nicht ||| n't
nicht einfach ||| n't just
einfach ||| just
500 ||| 500
500 jahren ||| 500 years
jahren ||| years
rationalen humanismus ||| rational
rationalen humanismus ||| rational humanistic
rationalen humanismus ||| rational humanistic thought
in ||| humanistic thought in
in ||| thought in
in ||| thought in one
in ||| in
in ||| in one
in ||| in one 18
gibt ||| there
es gibt sicherlich ||| there 's
es gibt sicherlich ||| there 's probably
in ||| in
publikum ||| audience
würden ||| would
würden ||| would raise
wirklich ||| raise really
wirklich ||| raise really legitimate
wirklich ||| really
wirklich ||| really legitimate
wissenschaftliche ||| legitimate scientific
wissenschaftliche ||| legitimate scientific suspicions
wissenschaftliche ||| scientific
wissenschaftliche ||| scientific suspicions
über ||| suspicions about
über ||| about
von ||| notion of
von ||| of
grundsätzlich ||| basically
grundsätzlich ||| basically fairies
grundsätzlich ||| basically fairies who
ihre ||| their
ihre projekte ||| their projects
ihre projekte ||| their projects and
projekte ||| projects
projekte ||| projects and
projekte ||| projects and stuff
ich ||| i
ich werde ||| i 'm
werde ||| 'm
nicht ||| not
von ||| ,
wahrscheinlich ||| probably
wahrscheinlich ||| probably ,
mitnehmen ||| , going
mitnehmen ||| , going to
mitnehmen ||| going
mitnehmen ||| going to
mitnehmen ||| going to bring
ihnen ||| to bring you
ihnen ||| bring you
ihnen ||| you
alle ||| all
alle ||| all along
reise ||| along with
reise ||| along with me
reise ||| with
reise ||| with me
auf ||| me on
auf ||| on
. ||| .
aber ||| but
frage ||| question
frage ||| question that
ich ||| that i
ich ||| that i kind
ich ||| i
ich ||| i kind
ich ||| i kind of
will ||| kind of want
will ||| of want
will ||| of want to
will ||| want
will ||| want to
aufwerfen will ||| want to pose
aufwerfen ||| to pose
aufwerfen ||| pose
ist ||| is
ist ||| is --
ist ||| is -- you
warum ||| why
warum nicht ||| why not
warum nicht ? ||| why not ?
nicht ||| not
nicht ? ||| not ?
? ||| ?
warum ||| why
warum nicht ||| why not
nicht ||| not
denken ||| think
darüber denken ||| think about
darüber denken ||| think about it
darüber ||| about
darüber ||| about it
so darüber ||| about it this
so ||| it this
so ||| it this way
so ||| this
so ||| this way
? ||| way ?
? ||| ?
denn ||| because
macht ||| makes
viel ||| much
viel sinn ||| much sense
viel sinn ||| much sense as
sinn ||| sense
sinn ||| sense as
sinn ||| sense as anything
gehört ||| ever heard
gehört ||| heard
absolut ||| in
absolut ||| in terms
kreativen ||| of the creative
kreativen ||| the creative
kreativen ||| the creative process
kreativen ||| creative
kreativen ||| creative process
ein ||| a
ein prozess ||| a process
prozess ||| process
worten ||| which
versucht ||| as
versucht ||| as anybody
versucht ||| as anybody who
hat ||| anybody who has
hat ||| who has
hat ||| has
je ||| ever
je ||| ever tried
zu ||| tried to
zu machen ||| tried to make
zu ||| to
zu machen ||| to make
etwas zu machen ||| to make something
machen ||| make
etwas ||| something
etwas ||| something --
etwas ||| something -- which
hier ||| here
hier ||| here --
weiß ||| knows
weiß ||| knows does
nicht ||| does not
nicht immer ||| does not always
nicht ||| not
nicht immer ||| not always
nicht immer ||| not always behave
immer ||| always
immer ||| always behave
immer ||| always behave rationally
in ||| in
in ||| in fact
in ||| in fact ,
kann ||| fact , can
kann ||| , can
kann ||| can
geradezu paranormal anfühlen ||| sometimes
geradezu paranormal anfühlen ||| sometimes feel
geradezu paranormal anfühlen ||| sometimes feel downright
hatte ||| had
können ||| this
können ||| this encounter
kürzlich ||| encounter recently
kürzlich ||| encounter recently where
kürzlich ||| recently
kürzlich ||| recently where
kürzlich ||| recently where i
außerordentliche ||| extraordinary
außerordentliche ||| extraordinary american
außerordentliche ||| extraordinary american poet
nun ||| now
im ||| in
im ||| in her
im ||| in her 90s
aber ||| 90s , but
aber ||| , but
aber ||| but
ganzes ||| poet her entire
ganzes ||| her entire
ganzes leben ||| her entire life
ganzes ||| entire
ganzes leben ||| entire life
leben ||| life
fühlen und ||| and
fühlen und ||| and she
fühlen und ||| and she told
mir ||| she told me
mir ||| told me
mir ||| me
dass ||| that
erzählte ||| when
erzählte ||| when she
war ||| she was
war ||| she was growing
war ||| was
war ||| was growing
war ||| was growing up
virginia ||| in rural virginia
virginia ||| rural virginia
virginia ||| rural virginia ,
virginia ||| virginia
virginia ||| virginia ,
virginia ||| virginia , she
würde ||| , she would
würde ||| she would
würde ||| she would be
würde ||| would
würde ||| would be
draußen ||| be out
draußen ||| out
arbeitete ||| working
arbeitete ||| working in
arbeitete ||| working in the
sagte ||| and she said
sagte ||| she said
sagte ||| she said she
sagte ||| said
sagte ||| said she
sagte ||| said she would
hören ||| feel and hear
hören ||| and hear
hören ||| and hear a
hören ||| hear
hören ||| hear a
hören ||| hear a poem
solche ||| poem coming at
solche ||| coming at
solche ||| coming at her
solche ||| at
solche ||| at her
solche ||| at her from
landschaft ||| the landscape
landschaft ||| landscape
sagte ||| and she said
sagte ||| she said
sagte es wäre ||| she said it
sagte ||| said
sagte es wäre ||| said it
sagte es wäre ||| said it was
es wäre ||| it
es wäre ||| it was
es wäre wie ||| it was like
wie ||| was like
wie ein ||| was like a
wie ||| like
wie ein ||| like a
ein ||| a
ein donnernder zug ||| a thunderous
ein donnernder zug ||| a thunderous train
donnernder zug ||| thunderous
donnernder zug ||| thunderous train
donnernder zug aus ||| thunderous train of
aus ||| train of
aus luft ||| train of air
aus ||| of
aus luft ||| of air
luft ||| air
würde ||| and it would
würde ||| it would
würde ||| it would come
würde ||| would
würde ||| would come
zurollen würde ||| would come barreling
zurollen ||| come barreling
zurollen ||| come barreling down
zurollen ||| barreling
zurollen ||| barreling down
zurollen ||| barreling down at
über ||| at her over
über ||| her over
über ||| over
land ||| landscape
bringen ||| and
ihren ||| she
fühlte ||| felt
denn ||| because
denn ||| because it
würde ||| it would
würde ||| would
erde ||| earth
erde ||| earth under
erde ||| earth under her
. ||| her feet .
. ||| feet .
. ||| .
ihren ||| she
wusste ||| knew
eines ||| had only one
eines ||| only one
eines ||| only one thing
eines ||| one
eines ||| one thing
einem ||| thing to
einem ||| to
tun ||| do
solchen moment ||| at
solchen moment ||| at that
und ||| and
und ||| and that
worten ||| her words
worten ||| her words ,
worten ||| words
worten ||| words ,
worten ||| words , ``
wie ||| `` run like
wie ||| run like
wie ||| run like hell
wie ||| like
wie ||| like hell
papier ||| would
papier ||| would run
wie ||| run like
wie ||| like
teufel ||| hell
verfolgt ||| by
diesem ||| this
diesem ||| this poem
dass ||| that
dass ||| that she
dass ||| that she had
gelangen ||| had to get
gelangen ||| to get
gelangen ||| to get to
gelangen ||| get
gelangen ||| get to
von ||| piece of
von ||| of
stift ||| paper
stift ||| paper and
stift ||| paper and a
genug ||| pencil fast enough
genug ||| fast enough
genug ||| enough
damit ||| so
damit ||| so that
damit ||| so that when
durch ||| thundered through
durch ||| thundered through her
durch ||| through
durch ||| through her
durch ||| through her ,
konnte ||| , she could
konnte ||| she could
konnte ||| she could collect
konnte ||| could
konnte ||| could collect
konnte ||| could collect it
auf ||| grab it on
auf ||| it on
auf ||| it on the
auf ||| on
auf ||| on the
auf ||| on the page
würde ||| would
genug ||| be fast enough
genug ||| fast enough
genug ||| enough
einem ||| n't get to
einem ||| get to
einem ||| to
durch ||| would barrel through
durch ||| barrel through
durch ||| barrel through her
durch ||| through
durch ||| through her
durch ||| through her and
land ||| across the landscape
land ||| the landscape
land ||| the landscape ,
land ||| landscape
land ||| landscape ,
land ||| landscape , looking
schnell ||| looking , as
schnell ||| , as
schnell ||| , as she
schnell ||| as
schnell ||| as she
schnell ||| as she put
und ||| and
und dann ||| and then
dann ||| then
vergessen ||| were
diese ||| these
diese ||| these times
diese ||| these times --
teil ||| -- this is
teil ||| this is
teil ||| is
werde ich ||| piece i
werde ich nie ||| piece i never
werde ich ||| i
werde ich nie ||| i never
nie ||| never
augenblicke ||| forgot
augenblicke ||| forgot --
verpasste ||| -- she
verpasste ||| she
sagte ||| said
dass ||| that
dass ||| that there
dass ||| that there were
momente ||| there were moments
momente ||| were moments
momente ||| moments
denen ||| where
denen ||| where she
denen ||| where she would
fast ||| she would almost
fast ||| would almost
fast ||| would almost miss
fast ||| almost
fast ||| almost miss
greifen ||| 's
greifen ||| 's running
stift ||| for the paper
stift ||| the paper
stift ||| the paper and
stift ||| paper
stift ||| paper and
stift ||| paper and the
einen ||| she grabs a
einen ||| grabs a
einen ||| grabs a pencil
einen ||| a
einen ||| a pencil
einen ||| a pencil just
kriegen ||| 's going
kriegen ||| 's going through
kriegen ||| going
kriegen ||| going through
kriegen ||| going through her
dann ||| , and then
dann ||| and then
dann ||| and then she
dann ||| then
dann ||| then she
sagte ||| she said
sagte ||| she said ,
sagte ||| said
sagte ||| said ,
sagte ||| said , it
war ||| , it was
war ||| it was
war ||| was
gerade ||| like
gerade ||| like she
anderen ||| her other
anderen hand ||| her other hand
anderen ||| other
anderen hand ||| other hand
anderen hand ||| other hand and
hand ||| hand
hand ||| hand and
hand ||| hand and she
. ||| catch it .
. ||| it .
. ||| .
papier ||| would
papier ||| would catch
seinem ||| poem by its
seinem ||| by its
seinem ||| by its tail
seinem ||| its
seinem ||| its tail
sie ||| tail ,
sie ||| ,
zog ||| backwards into
zog ||| backwards into her
zog ||| into
zog ||| into her
körper ||| her body
körper ||| her body as
körper ||| body
körper ||| body as
körper ||| body as she
. ||| the page .
. ||| page .
. ||| .
und ||| and
und ||| and in
und ||| and in these
auf ||| come up on
auf ||| up on
auf ||| up on the
auf ||| on
auf ||| on the
auf ||| on the page
aber ||| but
aber rückwärts ||| but backwards
aber rückwärts ||| but backwards ,
rückwärts ||| backwards
rückwärts ||| backwards ,
kam ||| , from
kam ||| , from the
kam ||| from
kam ||| from the
letzten ||| the last
letzten ||| the last word
letzten ||| last
letzten ||| last word
zum ||| word to
zum ||| word to the
zum ||| to
zum ||| to the
zum ersten ||| to the first
ersten ||| the first
ersten . ||| the first .
ersten ||| first
ersten . ||| first .
. ||| .
genau ||| -- that 's
genau ||| that 's
genau ||| that 's uncanny
genau ||| 's
genau ||| 's uncanny
mein ||| exactly what my
mein ||| what my
mein kreativer ||| what my creative
mein ||| my
mein kreativer ||| my creative
mein kreativer prozess ||| my creative process
kreativer ||| creative
kreativer prozess ||| creative process
prozess ||| process
wie ||| that
wie ||| that 's
überhaupt ||| at all
überhaupt ||| at all what
überhaupt ||| all
überhaupt ||| all what
mein ||| what my
mein kreativer ||| what my creative
mein ||| my
mein kreativer ||| my creative
mein kreativer prozess ||| my creative process
kreativer ||| creative
kreativer prozess ||| creative process
prozess ||| process
ist ||| is
– ||| --
– ich ||| -- i
– ich bin ||| -- i 'm
ich ||| i
ich bin ||| i 'm
ich bin ||| i 'm not
bin ||| 'm
bin ||| 'm not
kanal ||| pipeline
kanal ! ||| pipeline !
! ||| !
bin ||| 'm
bin ein ||| 'm a
ein ||| a
arbeiten ||| the way that
arbeiten ||| way that
arbeiten ||| way that i
arbeiten ||| that
arbeiten ||| that i
muss ||| i have
muss ||| have
gleichen ||| at the same
gleichen ||| the same
gleichen zeit ||| the same time
gleichen ||| same
gleichen zeit ||| same time
zeit ||| time
jeden ||| every
jeden tag ||| every day
jeden tag ||| every day ,
tag ||| day
tag ||| day ,
tag ||| day , and
wirklich ||| through it really
wirklich ||| it really
wirklich ||| it really awkwardly
wirklich ||| really
wirklich ||| really awkwardly
aber ||| but
in ||| in
in meiner ||| in my
in meiner ||| in my mulishness
meiner ||| my
meiner ||| my mulishness
meiner ||| my mulishness ,
dieses ||| up against that
dieses ||| against that
dieses ding ||| against that thing
dieses ||| that
dieses ding ||| that thing
dieses ding ||| that thing ,
ding ||| thing
ding ||| thing ,
ding ||| thing , at
. ||| at times .
. ||| times .
. ||| .
und ||| and
und ich ||| and i
ich ||| i
getan ||| would
schätze ||| imagine
viele von ||| a lot of
viele von ||| lot of
viele von ihnen ||| lot of you
viele von ||| of
viele von ihnen ||| of you
ihnen ||| you
haben ||| have
haben ||| have too
hatte ||| have had
hatte ||| have had work
hatte ||| had
hatte ||| had work
oder ||| work or
oder ideen ||| work or ideas
oder ||| or
oder ideen ||| or ideas
oder ideen ||| or ideas come
ideen ||| ideas
ideen ||| ideas come
durch ||| come through
durch mich ||| come through me
durch ||| through
durch mich ||| through me
mich ||| me
aus ||| from
quelle ||| source
arbeiten ||| that
arbeiten ||| that i
kann ||| can
nicht ||| not
nicht ||| not identify
für ||| and
was ||| what
das ||| that
ding ||| thing
ding ? ||| thing ?
? ||| ?
und ||| and
und ||| and how
und ||| and how are
wir ||| how are we
wir ||| are we
wir ||| we
darüber ||| to it
darüber ||| it
gegenteil ||| a
gegenteil ||| a way
halten ||| will not
halten ||| will not make
halten ||| not
halten ||| not make
uns ||| make us
uns ||| us
verlieren ||| lose
unseren ||| our
unseren ||| our minds
sogar ||| , might actually
sogar ||| might actually
sogar ||| might actually keep
sogar ||| actually
sogar ||| actually keep
sogar ||| actually keep us
? ||| us sane ?
? ||| sane ?
? ||| ?
mich ||| me
beste ||| best
beste ||| best contemporary
beispiel ||| contemporary example
beispiel ||| example
einigen ||| that
ich ||| i
ich ||| i have
ich ||| i have of
schaffen ||| do
schaffen ||| do that
tom ||| tom
tom ||| tom waits
tom ||| tom waits ,
lebende ||| waits , who
lebende ||| , who
lebende ||| , who i
lebende ||| who
lebende ||| who i
lebende ||| who i got
jahren ||| interview several years
jahren ||| several years
jahren ||| years
vor ||| ago
vor ||| ago on
